Prelacion;Consejeria / Ent. Instrumental;Centro Directivo / Unidades Administrativas;Cod. Puesto;Puesto;C.D C.E.;vigencia_inicio;vigencia_fin;relacion_inicio;relacion_fin
1201;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.148.210;GESTION PROYECTOS;25;30/12/2022;;19/08/2023;
1202;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.219.210;GESTION PROYECTOS;25;14/07/2020;;17/01/2023;
1203;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.421.110;GESTION SERVICIOS TECNOLOGICOS;25;21/12/2020;;27/12/2022;
1204;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.810;DP. TECNICO;26;20/05/2022;;08/10/2022;
1205;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.953.110;DP. TECNICO;26;01/06/2020;;15/10/2022;
1206;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.474.420;ASESOROA TOCNICA;23;10/02/2020;;20/12/2020;
1207;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.213.510;ASESOROA TOCNICA;23;04/09/2021;;13/04/2022;
1208;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.810;ASESOROA TOCNICA;23;06/07/2021;;11/07/2022;
1209;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.476.120;ASESOROA TOCNICA;23;17/03/2021;;02/03/2022;
1210;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.459.910;ASESOROA TOCNICA;23;26/07/2022;;17/05/2023;
1211;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.920;ASESOROA TOCNICA;23;15/06/2021;;22/04/2022;
1212;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.586.610;GESTION PROYECTOS;25;08/06/2021;;10/01/2022;
1213;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.451.310;GESTION PROYECTOS;25;12/01/2020;;25/07/2021;
1214;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.472.520;ASESOROA TOCNICA;23;03/07/2021;;05/06/2022;
1215;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.480.120;ASESOROA TOCNICA;23;10/05/2022;;24/07/2022;
1216;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.267.110;GESTION PROYECTOS;25;20/05/2022;;18/01/2023;
1217;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.820;ASESOROA TOCNICA;23;21/10/2021;;23/07/2022;
1218;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.600.110;GESTION SERVICIOS TECNOLOGICOS;25;31/08/2021;;06/03/2022;
1219;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.796.710;GESTION SERVICIOS TECNOLOGICOS;25;19/03/2022;;04/09/2022;
1220;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.020.410;GESTION SERVICIOS TECNOLOGICOS;25;15/07/2020;;27/09/2020;
1221;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;730.810;AYUDANTE TIC;15;12/08/2020;;02/01/2021;
1222;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.510.010;AYUDANTE TIC;15;10/03/2020;;21/11/2020;
1223;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.019.310;GESTION PROYECTOS;25;28/07/2021;;18/06/2022;
1224;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.420.810;DP. TECNICO;26;20/04/2021;;19/12/2022;
1225;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;730.710;ASESOROA TOCNICA;23;22/11/2020;;17/03/2022;
1226;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;48.410;GESTION SERVICIOS TECNOLOGICOS;25;13/05/2021;;01/01/2022;
1227;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;106.310;GESTION SERVICIOS TECNOLOGICOS;25;03/04/2021;;27/10/2021;31/03/2025
1228;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.582.610;ASESOROA TOCNICA;23;13/11/2022;03/07/2024;09/12/2022;07/03/2023
1229;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.476.020;ASESOROA TOCNICA;23;14/11/2021;;23/11/2021;
1230;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.267.810;GESTION SERVICIOS TECNOLOGICOS;25;05/06/2021;;06/02/2022;
1231;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.820;GESTION PROYECTOS;25;28/05/2022;18/01/2025;03/08/2022;10/06/2024
1232;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;105.810;GESTION PROYECTOS;25;29/03/2020;;03/04/2022;
1233;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.479.420;ASESOROA TOCNICA;23;02/10/2022;;04/10/2022;
1234;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.787.910;GESTION SERVICIOS TECNOLOGICOS;25;03/09/2022;;21/10/2022;
1235;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.076.110;GESTION SERVICIOS TECNOLOGICOS;25;05/11/2022;;05/05/2023;
1236;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;566.610;ASESOROA TOCNICA;23;29/09/2021;;12/08/2023;31/03/2024
1237;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.728.210;ASESOROA TOCNICA;23;24/11/2022;;23/02/2023;
1238;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.159.710;GESTION SERVICIOS TECNOLOGICOS;25;15/06/2020;;01/05/2022;
1239;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.323.410;ASESOROA TOCNICA;23;02/09/2020;;07/04/2021;
1240;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.093.210;GESTION PROYECTOS;25;20/07/2020;;22/03/2022;
1241;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.581.910;ASESOROA TOCNICA;23;19/11/2022;;28/11/2022;
1242;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.267.310;GESTION SERVICIOS TECNOLOGICOS;25;30/06/2020;;09/01/2022;
1243;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.818.910;ASESOROA TOCNICA;23;10/09/2021;;04/05/2022;
1244;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.978.610;ASESOROA TOCNICA;23;13/03/2022;10/06/2025;17/09/2022;04/12/2024
1245;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.148.110;GESTION SERVICIOS TECNOLOGICOS;25;24/11/2020;;14/07/2021;
1246;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.871.810;AYUDANTE TIC;15;10/03/2021;;28/09/2021;
1247;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.026.210;ASESOROA TOCNICA;23;14/08/2020;;09/02/2021;
1248;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.451.410;ASESOROA TOCNICA;23;24/06/2022;;03/09/2022;23/12/2025
1249;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.143.710;GESTION SERVICIOS TECNOLOGICOS;25;01/02/2022;;08/08/2022;09/07/2023
1250;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.483.620;GESTION PROYECTOS;25;29/03/2021;;20/08/2021;
1251;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.449.420;ASESOROA TOCNICA;23;30/10/2020;;13/10/2021;
1252;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.327.510;GESTION SERVICIOS TECNOLOGICOS;25;13/12/2021;;22/05/2022;
1253;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.069.010;GESTION SERVICIOS TECNOLOGICOS;25;07/06/2022;;16/01/2023;
1254;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.575.210;GESTION SERVICIOS TECNOLOGICOS;25;06/06/2022;;23/08/2022;
1255;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.758.610;ASESOROA TOCNICA;23;07/01/2021;;23/06/2022;
1256;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.214.210;GESTION SERVICIOS TECNOLOGICOS;25;20/06/2022;;22/06/2022;
1257;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;82.810;GESTION SERVICIOS TECNOLOGICOS;25;28/02/2022;;03/07/2022;
1258;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.523.010;ASESOROA TOCNICA;23;03/12/2021;;29/10/2022;
1259;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.476.220;ASESOROA TOCNICA;23;04/03/2021;;08/02/2023;
1260;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.920;GESTION SERVICIOS TECNOLOGICOS;25;03/04/2021;;10/05/2022;
1261;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.143.610;GESTION SERVICIOS TECNOLOGICOS;25;06/03/2022;;12/11/2022;
1262;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.491.720;ASESOROA TOCNICA;23;19/04/2021;;06/07/2022;
1263;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;16.708.610;GESTION SERVICIOS TECNOLOGICOS;25;16/01/2022;;01/05/2022;
1264;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.473.020;ASESOROA TOCNICA;23;11/08/2021;;12/01/2023;
1265;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.159.710;GESTION SERVICIOS TECNOLOGICOS;25;07/07/2021;;05/03/2022;
1266;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.900.810;GESTION SERVICIOS TECNOLOGICOS;25;22/04/2020;;04/04/2022;
1267;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.820;GESTION PROYECTOS;25;20/08/2021;;12/07/2022;
1268;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.333.410;GESTION PROYECTOS;25;16/05/2022;;20/09/2022;
1269;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.387.210;GBTE. ESTRATOGICO;27;14/03/2020;;11/05/2022;
1270;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.579.710;AYUDANTE TIC;15;17/12/2021;;26/08/2022;
1271;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.586.910;GESTION PROYECTOS;25;28/08/2020;;21/03/2021;13/08/2023
1272;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.220;TITULADO/A GRADO MEDIO;18;14/01/2021;;23/01/2021;
1273;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.039.110;AYUDANTE TIC;15;22/11/2020;;22/04/2022;
1274;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.451.320;AYUDANTE TIC;15;11/05/2021;;15/10/2021;
1275;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;10.954.110;AYUDANTE TIC;15;23/11/2020;;25/05/2021;
1276;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.820;ASESOROA TOCNICA;23;15/06/2020;;15/01/2021;
1277;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;17.143.510;GESTION SERVICIOS TECNOLOGICOS;25;03/04/2020;;01/07/2020;
1278;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.492.020;GESTION SERVICIOS TECNOLOGICOS;25;06/08/2021;;29/11/2021;
1279;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.818.510;GESTION PROYECTOS;25;29/07/2021;;16/05/2022;
1280;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.129.010;GESTION SERVICIOS TECNOLOGICOS;25;23/05/2020;;05/08/2020;
1281;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.475.920;ASESOROA TOCNICA;23;30/11/2020;;13/03/2021;
1282;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.075.310;ASESOROA FORMACION;25;11/11/2020;;02/05/2021;
1283;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.534.410;GESTION SERVICIOS TECNOLOGICOS;25;15/12/2020;;20/11/2021;
1284;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.168.710;ASESOROA TOCNICA;24;11/11/2020;;24/03/2022;
1285;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.818.610;ASESOROA TOCNICA;23;02/05/2021;;02/09/2021;
1286;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.093.110;GESTION PROYECTOS;25;03/01/2022;;08/01/2023;
1287;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.453.310;ADMINISTRATIVO/A;15;24/03/2021;;27/07/2022;
1288;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;103.210;GESTION PROYECTOS;25;21/05/2022;;28/01/2023;
1289;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.448.720;ASESOROA TOCNICA;23;10/03/2022;;12/10/2022;
1290;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.068.910;DP. TECNICO;26;21/10/2020;;05/05/2021;
1291;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.778.910;GESTION PROYECTOS;25;18/10/2020;;08/12/2020;
1292;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.301.810;GESTION SERVICIOS TECNOLOGICOS;25;02/09/2020;;06/10/2021;
1293;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.447.820;ASESOROA TOCNICA;23;23/04/2022;;17/01/2023;
1294;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.490.120;TITULADO/A GRADO MEDIO;18;21/08/2020;;05/03/2023;
1295;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.261.410;GESTION PROYECTOS;25;09/02/2021;;25/03/2022;
1296;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;823.910;GESTION SERVICIOS TECNOLOGICOS;25;23/03/2022;;12/08/2022;
1297;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.210;ASESOROA TOCNICA;23;17/10/2021;;07/05/2022;
1298;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;48.510;ASESOROA TOCNICA;23;25/04/2022;;31/03/2023;22/07/2025
1299;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.051.410;GESTION PROYECTOS;25;01/06/2021;;04/02/2022;
1300;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.042.610;TITULADO/A GRADO MEDIO;18;17/10/2022;;30/06/2023;
1301;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;12.397.610;DP. TECNICO;26;24/06/2021;;16/02/2022;
1302;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.971.310;GESTION PROYECTOS;25;30/11/2021;;10/10/2022;
1303;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.092.410;GESTION PROYECTOS;25;18/05/2022;;20/05/2022;
1304;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.673.510;DP. TECNICO;26;07/07/2020;;05/10/2020;
1305;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;117.110;GESTION SERVICIOS TECNOLOGICOS;25;18/05/2022;;18/07/2022;
1306;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.978.910;GESTION PROYECTOS;25;18/06/2020;;04/05/2021;
1307;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;1.717.910;GESTION PROYECTOS;25;20/01/2022;;17/07/2022;
1308;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.680.010;DP. TECNICO;26;10/11/2022;;08/12/2022;
1309;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.610;GESTION PROYECTOS;25;07/03/2022;;25/12/2022;
1310;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.049.810;DP. TECNICO;26;21/10/2022;;11/03/2023;
1311;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.449.710;GESTION PROYECTOS;25;18/01/2020;;04/05/2023;
1312;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.670.310;GESTION PROYECTOS;25;22/10/2020;;14/04/2023;
1313;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.716.910;GESTION PROYECTOS;25;29/08/2020;;19/02/2023;
1314;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.981.110;GESTION PROYECTOS;25;20/09/2021;;31/05/2023;
1315;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.336.110;GESTION SERVICIOS TECNOLOGICOS;25;04/06/2022;;30/11/2022;
1316;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.674.110;GESTION PROYECTOS;25;22/03/2021;;19/08/2023;
1317;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.410;GESTION PROYECTOS;25;23/10/2021;;20/04/2023;
1318;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;13.818.410;DP. TECNICO;26;27/04/2021;15/02/2024;12/09/2021;03/02/2022
1319;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.178.010;DP. TECNICO;26;03/07/2022;;17/12/2022;
1320;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.450.110;GESTION PROYECTOS;25;03/09/2022;;02/02/2023;
1321;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.488.720;GESTION PROYECTOS;25;30/03/2020;;23/09/2022;
1322;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.978.510;DP. TECNICO;26;04/11/2021;08/03/2024;21/04/2022;08/08/2022
1323;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.680.310;GESTION SERVICIOS TECNOLOGICOS;25;06/03/2021;;17/12/2021;09/08/2023
1324;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.195.710;GESTION PROYECTOS;25;29/01/2022;;09/03/2022;03/03/2023
1325;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.485.920;GESTION PROYECTOS;25;04/09/2022;;09/09/2022;24/12/2022
1326;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;11.068.610;GESTION PROYECTOS;25;26/11/2022;;08/12/2022;07/12/2023
1327;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.678.910;GESTION PROYECTOS;25;14/03/2020;;20/03/2022;04/01/2023
1328;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.669.010;GESTION SERVICIOS TECNOLOGICOS;25;14/01/2020;;05/06/2022;28/06/2023
1329;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.901.510;GESTION PROYECTOS;25;04/04/2022;;06/04/2022;03/07/2023
1330;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;420.810;DP. TECNICO;26;17/02/2022;;14/03/2022;
1331;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;8.897.510;TITULADO/A GRADO MEDIO;18;03/07/2022;;04/08/2022;
1332;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.457.520;GESTION SERVICIOS TECNOLOGICOS;25;05/11/2022;;03/06/2023;
1333;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.754.610;GESTION PROYECTOS;25;18/05/2022;;03/07/2022;
1334;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;3.326.710;DP. TECNICO;26;09/07/2022;;13/12/2022;
1335;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;14.448.110;GESTION PROYECTOS;25;04/07/2020;;21/12/2022;
1336;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;7.050.110;DP. TECNICO;26;06/08/2022;;23/09/2022;
1337;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;2.317.210;GESTION PROYECTOS;25;18/06/2022;;29/04/2023;
1338;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.101.510;GESTION PROYECTOS;25;24/04/2022;;20/10/2022;07/04/2024
1339;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;4.487.020;GESTION PROYECTOS;25;16/06/2020;;07/06/2023;
1340;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.310.110;GESTION PROYECTOS;25;29/10/2021;;06/12/2022;
1341;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.309.110;GESTION SERVICIOS TECNOLOGICOS;25;18/11/2021;;11/02/2023;
1342;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.753.210;GESTION PROYECTOS;25;04/03/2021;;19/02/2023;
1343;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.678.810;GESTION PROYECTOS;25;03/06/2020;;23/10/2022;
1344;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.810;TITULADO/A SUPERIOR;22;22/01/2022;;13/03/2022;
1345;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;18.323.710;TITULADO/A SUPERIOR;22;14/05/2021;;08/09/2021;
1346;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;9.901.610;GESTION PROYECTOS;25;21/12/2022;;24/05/2023;
1347;AGENCIA DIGITAL DE ANDALUCIA;DIRECCION GENERAL DE ESTRATEGIA DIGITAL;6.673.710;GESTION PROYECTOS;25;24/08/2022;;10/03/2023;
